Counter Cnt, pH
242.00000000, 4.82022978
243.00000000, 4.82647391
244.00000000, 4.83272178
245.00000000, 4.83897340
246.00000000, 4.84522877
247.00000000, 4.85023576
248.00000000, 4.85649788
249.00000000, 4.86276374
250.00000000, 4.86903335
251.00000000, 4.87405174
252.00000000, 4.88032810
253.00000000, 4.88283970
254.00000000, 4.88660821
255.00000000, 4.89037807
256.00000000, 4.89414929
257.00000000, 4.89666418
258.00000000, 4.90169576
259.00000000, 4.90672975
260.00000000, 4.91302560
261.00000000, 4.92184609
262.00000000, 4.92815094
263.00000000, 4.93572170
264.00000000, 4.94077188
265.00000000, 4.94582446
266.00000000, 4.95340782
267.00000000, 4.95846639
268.00000000, 4.96352736
269.00000000, 4.96859073
270.00000000, 4.97238983
271.00000000, 4.97745740
272.00000000, 4.98506325
273.00000000, 4.99013682
274.00000000, 4.99648215
275.00000000, 5.00156112
276.00000000, 5.00791320
277.00000000, 5.01299756
278.00000000, 5.01681240
279.00000000, 5.02190097
280.00000000, 5.02444615
281.00000000, 5.02953830
282.00000000, 5.03463286
283.00000000, 5.03972982
284.00000000, 5.04482918
285.00000000, 5.04865527
286.00000000, 5.05248271
287.00000000, 5.05503508
288.00000000, 5.05886477
289.00000000, 5.06269581
290.00000000, 5.06780597
291.00000000, 5.07419703
292.00000000, 5.07931258
293.00000000, 5.08699040
294.00000000, 5.09467362
295.00000000, 5.10108043
296.00000000, 5.10620857
297.00000000, 5.11133912
298.00000000, 5.11647206
299.00000000, 5.12160740
300.00000000, 5.12802995
301.00000000, 5.13188528
302.00000000, 5.13574196
303.00000000, 5.14088630
304.00000000, 5.14603303
305.00000000, 5.15118217
306.00000000, 5.15762196
307.00000000, 5.16535466
308.00000000, 5.17180270
309.00000000, 5.17696383
310.00000000, 5.23778682
311.00000000, 5.27808539
312.00000000, 5.29633197
313.00000000, 5.30677179
314.00000000, 5.31852805
315.00000000, 5.32768020
316.00000000, 5.33814881
317.00000000, 5.34600656
318.00000000, 5.35386970
319.00000000, 5.36042645
320.00000000, 5.36829949
321.00000000, 5.37355118
322.00000000, 5.37880528
323.00000000, 5.38406177
324.00000000, 5.38932066
325.00000000, 5.39458195
326.00000000, 5.40116194
327.00000000, 5.40774567
328.00000000, 5.41696920
329.00000000, 5.42488093
330.00000000, 5.43147815
331.00000000, 5.43807913
332.00000000, 5.44600525
333.00000000, 5.45129233
334.00000000, 5.45658181
335.00000000, 5.46187369
336.00000000, 5.46716797
337.00000000, 5.47246464
338.00000000, 5.47776372
339.00000000, 5.48306519
340.00000000, 5.48969541
341.00000000, 5.49632937
342.00000000, 5.50163924
343.00000000, 5.50827995
344.00000000, 5.51492441
345.00000000, 5.52024268
346.00000000, 5.52556334
347.00000000, 5.53088641
348.00000000, 5.53754361
349.00000000, 5.54287208
350.00000000, 5.54820294
351.00000000, 5.55220266
352.00000000, 5.55486989
353.00000000, 5.55887186
354.00000000, 5.56287518
355.00000000, 5.56955038
356.00000000, 5.57622932
357.00000000, 5.58291202
358.00000000, 5.59227409
359.00000000, 5.59896578
360.00000000, 5.60566122
361.00000000, 5.61102027
362.00000000, 5.61772245
363.00000000, 5.62308690
364.00000000, 5.62845375
365.00000000, 5.63382299
366.00000000, 5.63919464
367.00000000, 5.64322495
368.00000000, 5.64725660
369.00000000, 5.65263425
370.00000000, 5.65801429
371.00000000, 5.66339673
372.00000000, 5.66878157
373.00000000, 5.67551599
374.00000000, 5.68225416
375.00000000, 5.68764740
376.00000000, 5.69439232
377.00000000, 5.69979095
378.00000000, 5.70384150
379.00000000, 5.71059542
380.00000000, 5.71600125
381.00000000, 5.72005720
382.00000000, 5.72411449
383.00000000, 5.72682011
384.00000000, 5.73223314
385.00000000, 5.73629448
386.00000000, 5.74035718
387.00000000, 5.74713134
388.00000000, 5.75526527
389.00000000, 5.76204768
390.00000000, 5.76611892
391.00000000, 5.77290732
392.00000000, 5.77969947
393.00000000, 5.78513589
394.00000000, 5.78921477
395.00000000, 5.79601592
396.00000000, 5.80145954
397.00000000, 5.80690555
398.00000000, 5.81099164
399.00000000, 5.81644185
400.00000000, 5.82189446
401.00000000, 5.82734947
402.00000000, 5.83280688
403.00000000, 5.84099750
404.00000000, 5.84646090
405.00000000, 5.85329354
406.00000000, 5.85602764
407.00000000, 5.86149765
408.00000000, 5.86697005
409.00000000, 5.87244485
410.00000000, 5.87655253
411.00000000, 5.88203153
412.00000000, 5.88751293
413.00000000, 5.89162556
414.00000000, 5.89573953
415.00000000, 5.89848293
416.00000000, 5.90122693
417.00000000, 5.90534405
418.00000000, 5.90946252
419.00000000, 5.91358234
420.00000000, 5.91907754
421.00000000, 5.92594991
422.00000000, 5.93145050
423.00000000, 5.93695349
424.00000000, 5.94383560
425.00000000, 5.94934399
426.00000000, 5.95347686
427.00000000, 5.95761108
428.00000000, 5.96312546
429.00000000, 5.96726283
430.00000000, 5.97278141
431.00000000, 5.97692193
432.00000000, 5.98106379
433.00000000, 5.98382578
434.00000000, 5.98796989
435.00000000, 5.99211535
436.00000000, 5.99626216
437.00000000, 6.00179334
438.00000000, 6.00594330
439.00000000, 6.01147868
440.00000000, 6.01563179
441.00000000, 6.02117137
442.00000000, 6.02671334
443.00000000, 6.02671334
444.00000000, 6.02394205
445.00000000, 6.02671334
446.00000000, 6.03087140
447.00000000, 6.03503080
448.00000000, 6.04057878
449.00000000, 6.04751712
450.00000000, 6.05168192
451.00000000, 6.05584807
452.00000000, 6.06001558
453.00000000, 6.06557434
454.00000000, 6.06835463
455.00000000, 6.07252618
456.00000000, 6.07530796
457.00000000, 6.07809035
458.00000000, 6.08226504
459.00000000, 6.08504893
460.00000000, 6.08922588
461.00000000, 6.09201126
462.00000000, 6.09758382
463.00000000, 6.10176482
464.00000000, 6.10734158
465.00000000, 6.11431590
466.00000000, 6.11850230
467.00000000, 6.12548262
468.00000000, 6.12967262
469.00000000, 6.13386396
470.00000000, 6.13945451
471.00000000, 6.14364900
472.00000000, 6.14784485
473.00000000, 6.15204204
474.00000000, 6.15484091
475.00000000, 6.15764039
476.00000000, 6.16044046
477.00000000, 6.16324114
478.00000000, 6.16744328
479.00000000, 6.17024545
480.00000000, 6.17444984
481.00000000, 6.17865558
482.00000000, 6.18286266
483.00000000, 6.18707110
484.00000000, 6.19128088
485.00000000, 6.19549202
486.00000000, 6.19970450
487.00000000, 6.20532325
488.00000000, 6.20813352
489.00000000, 6.21235005
490.00000000, 6.21656793
491.00000000, 6.21938060
492.00000000, 6.22360073
493.00000000, 6.22782221
494.00000000, 6.23063728
495.00000000, 6.23486101
496.00000000, 6.23908609
497.00000000, 6.24190356
498.00000000, 6.24613089
499.00000000, 6.24894986
500.00000000, 6.25176943
501.00000000, 6.25176943
502.00000000, 6.25317943
503.00000000, 6.25458959
504.00000000, 6.25599990
505.00000000, 6.25882097
506.00000000, 6.26023173
507.00000000, 6.26164264
508.00000000, 6.26305370
509.00000000, 6.26587626
510.00000000, 6.27011124
511.00000000, 6.27152320
512.00000000, 6.27717253
513.00000000, 6.28141110
514.00000000, 6.28565102
515.00000000, 6.28989230
516.00000000, 6.29413492
517.00000000, 6.29837889
518.00000000, 6.30262421
519.00000000, 6.30687088
520.00000000, 6.31111890
521.00000000, 6.31253520
522.00000000, 6.31536827
523.00000000, 6.31820193
524.00000000, 6.32103619
525.00000000, 6.32387105
526.00000000, 6.32670651
527.00000000, 6.33096083
528.00000000, 6.33379779
529.00000000, 6.33805436
530.00000000, 6.34231227
531.00000000, 6.34515163
532.00000000, 6.34799159
533.00000000, 6.35083215
534.00000000, 6.35509412
535.00000000, 6.35793618
536.00000000, 6.36362209
537.00000000, 6.36646595
538.00000000, 6.37073286
539.00000000, 6.37500112
540.00000000, 6.37927073
541.00000000, 6.38354169
542.00000000, 6.38781400
543.00000000, 6.39066296
544.00000000, 6.39493752
545.00000000, 6.39921343
546.00000000, 6.40206478
547.00000000, 6.40491674
548.00000000, 6.40919579
549.00000000, 6.41490330
550.00000000, 6.41775796
551.00000000, 6.42061321
552.00000000, 6.42346906
553.00000000, 6.42775397
554.00000000, 6.43061132
555.00000000, 6.43346927
556.00000000, 6.43632782
557.00000000, 6.43918698
558.00000000, 6.44061678
559.00000000, 6.44347683
560.00000000, 6.44633748
561.00000000, 6.44919873
562.00000000, 6.45062958
563.00000000, 6.45635448
564.00000000, 6.45921783
565.00000000, 6.46351398
566.00000000, 6.46781148
567.00000000, 6.47354358
568.00000000, 6.47784423
